word,model_type,back,hurdle_place,theta_mean,theta_se_mean,theta_sd,theta_2.5%,theta_25%,theta_50%,theta_75%,theta_97.5%,theta_n_eff,theta_Rhat,lambda_mean,lambda_se_mean,lambda_sd,lambda_2.5%,lambda_25%,lambda_50%,lambda_75%,lambda_97.5%,lambda_n_eff,lambda_Rhat,mu_mean,mu_se_mean,mu_sd,mu_2.5%,mu_25%,mu_50%,mu_75%,mu_97.5%,mu_n_eff,mu_Rhat,phi_mean,phi_se_mean,phi_sd,phi_2.5%,phi_25%,phi_50%,phi_75%,phi_97.5%,phi_n_eff,phi_Rhat,psi_intercept_mean,psi_intercept_se_mean,psi_intercept_sd,psi_intercept_2.5%,psi_intercept_25%,psi_intercept_50%,psi_intercept_75%,psi_intercept_97.5%,psi_intercept_n_eff,psi_intercept_Rhat,psi_slope_mean,psi_slope_se_mean,psi_slope_sd,psi_slope_2.5%,psi_slope_25%,psi_slope_50%,psi_slope_75%,psi_slope_97.5%,psi_slope_n_eff,psi_slope_Rhat,alpha_intercept_mean,alpha_intercept_se_mean,alpha_intercept_sd,alpha_intercept_2.5%,alpha_intercept_25%,alpha_intercept_50%,alpha_intercept_75%,alpha_intercept_97.5%,alpha_intercept_n_eff,alpha_intercept_Rhat,alpha_slope_mean,alpha_slope_se_mean,alpha_slope_sd,alpha_slope_2.5%,alpha_slope_25%,alpha_slope_50%,alpha_slope_75%,alpha_slope_97.5%,alpha_slope_n_eff,alpha_slope_Rhat,waic,waic_scaled,keep
now,hurdle,TRUE,0,0.826913034,0.001343748,0.083533807,0.675952651,0.767782716,0.824758326,0.882512161,0.992688661,3864.461876,0.999530356,0.948758617,0.000659605,0.038260074,0.858797114,0.926530107,0.956213184,0.978625963,0.998231581,3364.528438,1.00007769,4.665019855,0.002270379,0.142954061,4.38811124,4.56911905,4.665711321,4.760385977,4.950846801,3964.572954,1.000383467,2.534221015,0.004101381,0.239822751,2.094342077,2.365319195,2.523913997,2.683693312,3.045287462,3419.168781,0.999641552,0.673446499,0.002954043,0.144885989,0.389245726,0.574669744,0.67071177,0.768573696,0.971597996,2405.575929,0.99959419,-0.19583466,0.000543427,0.027249608,-0.251176248,-0.213022887,-0.195160489,-0.177435413,-0.144448972,2514.42347,0.999493313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5150.019046,7.779484963,hur
of,gen,TRUE,NA,2.382091842,0.000625224,0.039660729,2.305569308,2.355925058,2.381705279,2.408088142,2.462206593,4023.925168,1.000094639,0.355219849,0.000275166,0.017313822,0.322565624,0.34330541,0.354677933,0.366561245,0.38996077,3959.095019,0.999966197,6.686688574,0.00082047,0.053534052,6.581014892,6.650879998,6.686016912,6.72285103,6.793464583,4257.306978,0.99979942,15.23815216,0.019746804,1.243876387,13.12079975,14.34200194,15.15577891,16.03823832,17.88950191,3967.900882,0.999316297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28465.30466,8.69169608,hur
of,hurdle,TRUE,-2,2.112413382,0.001637137,0.098106103,1.922649957,2.043676964,2.111091198,2.180842648,2.302862835,3591.054449,0.999596906,0.334150615,0.000279551,0.016438615,0.302187747,0.322872034,0.334241782,0.345748094,0.365863398,3457.856673,1.000116491,6.685849618,0.000737747,0.054523189,6.579139805,6.648605164,6.685794041,6.722328212,6.791500001,5461.952207,0.999570667,15.16198384,0.017043737,1.205172784,12.99255677,14.34827875,15.12015369,15.9163589,17.71974261,4999.988291,1.000852212,1.21046363,0.001936365,0.102259613,1.013117296,1.142383384,1.210325605,1.278837239,1.40580466,2788.905769,0.999691888,-0.289461786,0.000299985,0.015812314,-0.32044286,-0.30012004,-0.289331322,-0.278678494,-0.259025263,2778.383529,0.999771078,-0.033559405,0.004251305,0.212869802,-0.44365922,-0.176363952,-0.037146307,0.111179178,0.382382176,2507.169107,1.000035887,-0.473497082,0.000822828,0.042343281,-0.559245766,-0.501406332,-0.472753302,-0.443844114,-0.393698226,2648.203392,0.999757172,28170.98996,8.601828994,hur
off,gen,TRUE,NA,1.531768243,0.004165881,0.178457387,1.219877863,1.40098558,1.517594146,1.649271587,1.914891986,1835.081603,0.999899648,0.804543582,0.002797322,0.121830813,0.563496554,0.71519838,0.814498206,0.905802754,0.989661603,1896.833834,1.000211433,6.043953382,0.003314606,0.182757303,5.702809137,5.918963909,6.043139026,6.164103118,6.402747436,3040.084058,0.999836098,20.68267473,0.12644876,6.046948324,11.80640374,16.44591201,19.61785302,23.7878935,34.95817919,2286.879934,0.999662675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038.555804,8.186971101,gen
oh,gen,FALSE,NA,0.126999324,0.000328742,0.019282688,0.091705135,0.113529508,0.126010799,0.139996459,0.166388106,3440.522189,1.000480392,0.907833054,0.001259197,0.068867915,0.74849653,0.866235533,0.921002769,0.964113216,0.995794675,2991.20653,1.000059635,1.3198141,0.00076089,0.047465257,1.228347805,1.287376594,1.319235438,1.351203188,1.41710634,3891.413876,1.000133079,0.680886966,0.000707064,0.042994479,0.601686614,0.65124887,0.679294402,0.708043625,0.768844309,3697.493809,0.999890179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5860.509341,3.457527635,gen
okay,gen,FALSE,NA,3.046571702,0.008313438,0.39628685,2.32555555,2.76163251,3.034198345,3.308406051,3.865966416,2272.259692,1.002505135,0.848446475,0.002092283,0.10504584,0.611457606,0.780248437,0.866683152,0.935376758,0.991524239,2520.674962,1.000841581,0.634565223,0.001123416,0.061973746,0.523068776,0.591113838,0.63050877,0.672683552,0.768270979,3043.224153,0.999318838,0.127775428,0.000208992,0.012487256,0.105234017,0.119221315,0.127314033,0.136052186,0.153423721,3570.056403,1.000794376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2440.678991,2.235054021,gen
on,gen,TRUE,NA,2.117869899,0.000856887,0.054446003,2.014473721,2.078973285,2.118099434,2.155489309,2.222948864,4037.24525,0.999425509,0.276126485,0.000393925,0.024343845,0.230344013,0.25935524,0.275275714,0.292352208,0.32649937,3819.006217,0.999371039,6.211742373,0.001148139,0.080773226,6.053798166,6.158292169,6.21025161,6.265970696,6.368958415,4949.320789,0.999213807,10.74416028,0.017838892,1.057648456,8.93105502,9.975478818,10.67093117,11.39844957,13.03841927,3515.174852,1.000204945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13224.55841,8.488163292,gen
one,gen,TRUE,NA,3.073936884,0.003378603,0.146165362,2.780899498,2.973628572,3.07574468,3.174638176,3.357026872,1871.607012,1.000814443,0.949035073,0.000960497,0.036492711,0.863982201,0.926308301,0.955911541,0.978483941,0.997807247,1443.512744,1.001793463,5.727449502,0.00178424,0.086797097,5.559091082,5.667411767,5.728633589,5.785328133,5.90007196,2366.486778,1.001182424,8.546289887,0.020766804,0.915691869,6.948437102,7.915653376,8.478301665,9.115470127,10.46594802,1944.282627,1.000711715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10170.33442,8.604343844,gen
only,gen,FALSE,NA,2.3364066,0.002665321,0.14653284,2.052361,2.238131935,2.33131427,2.434494416,2.629871728,3022.531837,0.999129123,0.121975756,0.001088896,0.055743858,0.023159805,0.081728471,0.119631049,0.15837067,0.238279392,2620.72151,1.000459339,6.009954539,0.003190687,0.199047006,5.624261879,5.874534009,6.010657237,6.141847339,6.412174252,3891.732923,1.000540458,12.97530613,0.062162487,3.53986698,7.779091376,10.42432882,12.44443557,14.90628664,21.32662081,3242.777294,0.999343919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1821.340971,8.241361859,gen
or,gen,TRUE,NA,3.499587195,0.002015669,0.126130721,3.268207095,3.411763515,3.494045882,3.580958557,3.757414214,3915.645422,1.000236268,0.470860149,0.000883185,0.05531134,0.370565467,0.433691228,0.467379264,0.50613005,0.588572403,3922.159721,1.000200839,4.332337979,0.001582694,0.103533694,4.132474878,4.261361885,4.332444045,4.403899135,4.535739356,4279.27053,0.999430875,2.466143765,0.002805529,0.174700004,2.14286322,2.347607108,2.459555545,2.582123139,2.819261954,3877.540311,1.000393609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8771.286338,7.734820404,hur
or,hurdle,TRUE,0,1.772763375,0.001327522,0.085540625,1.606156917,1.714406079,1.771757088,1.830140883,1.942427657,4152.040519,0.99943565,0.208982716,0.000655688,0.040165385,0.134523613,0.181404709,0.207270824,0.235193054,0.291772808,3752.401655,0.999880444,4.317891652,0.001574099,0.10126888,4.121046554,4.250793701,4.316101884,4.384496512,4.518954234,4138.926001,1.000534109,2.431995959,0.002619155,0.172578955,2.117926105,2.315395939,2.421509292,2.544150336,2.794392879,4341.635887,1.000417777,2.483997324,0.002763022,0.148992265,2.202342526,2.379698598,2.482328755,2.585398959,2.777515523,2907.761995,1.000042403,-0.468712129,0.00054405,0.029148267,-0.525638542,-0.487842525,-0.469064985,-0.448645033,-0.412614914,2870.440787,0.999791523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8193.906122,7.225666775,hur
other,gen,TRUE,NA,1.998936597,0.004345841,0.161749107,1.757240083,1.89065794,1.9761483,2.077231979,2.416868416,1385.275466,1.001937518,0.59759485,0.003014687,0.110925369,0.427702673,0.521093127,0.577728074,0.651812419,0.891269504,1353.871497,1.001900925,6.072183937,0.002703481,0.159283156,5.768388039,5.962049062,6.071763318,6.175595924,6.388652229,3471.307611,1.000647266,12.63993392,0.047847232,2.732567013,8.446343733,10.71081261,12.24627248,14.12788187,19.15463509,3261.579768,1.000934677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3137.121399,8.501684008,hur
other,hurdle,TRUE,-2,3.524139118,0.006335348,0.363310826,2.808533693,3.275693148,3.520690742,3.769013537,4.236196278,3288.635104,1.000132673,0.25383414,0.001224875,0.071491203,0.114364528,0.205307362,0.255619975,0.299815584,0.396305052,3406.603529,1.000799419,6.07313377,0.002237435,0.161049315,5.767308782,5.962192282,6.070281947,6.178904481,6.397453599,5181.040199,1.000036763,12.63215797,0.042856054,2.695596389,8.491607474,10.7203707,12.24457495,14.09046888,19.13968664,3956.264991,1.000113688,1.785762292,0.006408192,0.305371617,1.206000905,1.576173129,1.7833296,1.98732711,2.409272172,2270.838483,1.000361109,-0.298574518,0.000941513,0.046890393,-0.392306251,-0.3297466,-0.29760335,-0.265531002,-0.205680643,2480.364287,1.000255601,0.866954116,0.008939077,0.412504901,0.054172666,0.588865758,0.866968924,1.149651116,1.671422548,2129.476811,1.001276249,-0.345179598,0.001457506,0.070923356,-0.484445513,-0.393530724,-0.344185237,-0.296614709,-0.210382509,2367.870158,1.001563245,3085.8981,8.36286748,hur
our,gen,TRUE,NA,2.371951796,0.004387776,0.175954214,2.07836034,2.255045403,2.356360175,2.47008498,2.762220346,1608.090326,1.00190673,0.482160602,0.00248022,0.094932135,0.337157242,0.418510379,0.469973301,0.53244206,0.699667286,1465.028903,1.002022137,5.471506695,0.00300138,0.18387406,5.125526682,5.346311771,5.467262932,5.596030027,5.832229566,3753.176119,0.999729643,8.683896236,0.035605676,1.958444568,5.699800458,7.268804395,8.417676068,9.780088795,13.38960941,3025.409022,0.999733843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2216.504614,8.270539606,hur
our,hurdle,TRUE,-2,3.613160245,0.007241881,0.479615357,2.746671914,3.295058216,3.590723729,3.905172591,4.59897923,4386.14875,0.999614307,0.395552485,0.001408139,0.086685891,0.239543292,0.338048684,0.38939218,0.447148876,0.577883202,3789.705748,1.000149334,5.470665407,0.002576169,0.182744002,5.130343558,5.342829041,5.469000017,5.589077593,5.841919888,5031.964117,0.999327549,8.671571824,0.031524931,1.896613238,5.738837355,7.329223016,8.406606563,9.700540463,12.98212223,3619.505763,1.002105722,0.959693089,0.004704584,0.272885953,0.43479064,0.775031017,0.956767058,1.141571686,1.517272795,3364.495205,0.999876757,-0.158467052,0.000755214,0.044682117,-0.247628456,-0.187437637,-0.157579648,-0.128980133,-0.070613239,3500.482114,0.999859079,-1.093817421,0.01433521,0.814047362,-2.790448809,-1.623225676,-1.071728664,-0.522891121,0.406210353,3224.713985,0.99984277,-0.465459722,0.003588289,0.205967754,-0.897653671,-0.594813027,-0.450210632,-0.325049674,-0.097225802,3294.759571,0.999996992,2150.075904,8.022671282,hur
out,gen,TRUE,NA,1.70703655,0.002573634,0.083961548,1.573626602,1.654581631,1.699892049,1.74882178,1.883431866,1064.307815,1.001896518,0.614828886,0.002048609,0.073316072,0.502316457,0.56617659,0.60456256,0.651160197,0.794215656,1280.796645,1.000137511,6.334005789,0.00157394,0.095474798,6.152248174,6.2683519,6.333065916,6.398506032,6.520421465,3679.604819,0.999616664,12.14935233,0.030361429,1.684430765,9.34608619,10.91923223,11.99078609,13.12603378,15.86346894,3077.952546,1.00158051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8499.644732,8.59418072,hur
out,hurdle,TRUE,-2,2.287641994,0.003608704,0.196419858,1.888291101,2.157106004,2.290059961,2.422100423,2.666378098,2962.566889,1.001015459,0.187605906,0.000664071,0.037639823,0.116060718,0.161679153,0.188020403,0.21286262,0.263259781,3212.666247,1.000577051,6.332063406,0.001450907,0.099076935,6.136775614,6.26623854,6.332491132,6.400038952,6.518358698,4663.002843,1.000220294,12.07302827,0.024249181,1.54847939,9.406299491,10.96970233,11.92938215,13.02314129,15.45389448,4077.713498,0.999578911,-0.257317849,0.0054606,0.257600674,-0.785312894,-0.427401,-0.253037985,-0.076470512,0.234919609,2225.426246,1.000355942,-0.198093028,0.000813748,0.039056615,-0.27144531,-0.224234023,-0.198357259,-0.171797484,-0.121350421,2303.613399,1.000309497,1.62120987,0.00395931,0.194175942,1.241012237,1.489481233,1.621760563,1.750546405,2.002478201,2405.203053,1.001516504,-0.390354693,0.000649409,0.032963025,-0.456607503,-0.412640659,-0.389969394,-0.367747441,-0.32756149,2576.421404,1.002189047,8425.168334,8.518875969,hur
over,gen,TRUE,NA,1.740839841,0.001300194,0.089256051,1.570079836,1.679558067,1.73858744,1.802116507,1.920525182,4712.581015,0.999991453,0.394863693,0.001012408,0.061050713,0.288852326,0.353082972,0.390179367,0.431678058,0.53050672,3636.390862,0.999424141,5.76670241,0.002079507,0.140038734,5.504437624,5.668309548,5.7646978,5.85966072,6.046868133,4534.983231,0.999757405,13.39017681,0.04476623,2.926039344,8.970696198,11.34598966,12.99233126,14.95313836,20.12192414,4272.275833,0.999543541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3580.679549,8.250413707,gen
people,gen,TRUE,NA,2.837642257,0.005448323,0.229544388,2.392109621,2.678699953,2.833773814,2.990915687,3.300220127,1775.037857,1.003734022,0.912677716,0.001397112,0.062725205,0.774149273,0.873177535,0.923198263,0.964392557,0.996994702,2015.68042,1.00308813,6.267249658,0.003012841,0.163608565,5.952135343,6.15857172,6.26715242,6.373148091,6.598185214,2948.89723,0.999999994,12.80728417,0.051333538,2.720515247,8.603822516,10.91931851,12.42086667,14.32249661,19.04468429,2808.664975,1.000251452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3161.274403,8.805778283,hur
people,hurdle,TRUE,-1,3.819659507,0.003557888,0.239944378,3.347524383,3.659754524,3.818897959,3.976912562,4.29308243,4548.169525,0.999583526,0.399177158,0.001131683,0.073890515,0.26556977,0.348770841,0.395786839,0.444788761,0.555398387,4263.121767,1.00036554,6.238247411,0.002482818,0.167674639,5.921649862,6.119527617,6.236356604,6.350936124,6.569409049,4560.842822,0.999962753,9.440257084,0.02385143,1.570107878,6.826056582,8.307176449,9.279490275,10.40336736,12.88877155,4333.413453,1.000012943,0.780727326,0.006363259,0.31261741,0.16702807,0.569784708,0.779888559,0.990748897,1.388356942,2413.610332,0.999321851,-0.331277503,0.00115049,0.056220561,-0.443164115,-0.367812565,-0.331655556,-0.29262206,-0.226518432,2387.948116,0.999971224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138.726222,8.742969976,hur
pretty,gen,FALSE,NA,3.557340631,0.012560843,0.462258595,2.853202804,3.227196893,3.475807549,3.81924793,4.687032341,1354.354752,1.00307672,0.622383735,0.004562976,0.176363585,0.323928304,0.487922896,0.602913697,0.75283035,0.965635665,1493.899501,1.002328127,5.0215268,0.003704324,0.201862032,4.624265296,4.893134103,5.019561781,5.149673735,5.436622902,2969.555176,1.00003197,12.39604982,0.075120128,3.899677084,6.879642073,9.641376247,11.69762447,14.3513654,21.71605971,2694.912415,1.000032523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.225433,8.001245488,hur
pretty,hurdle,FALSE,-2,3.665624333,0.004954798,0.330932979,3.034665672,3.443994161,3.662204125,3.874496811,4.325156049,4460.958331,0.999521158,0.078584427,0.00097621,0.062731892,0.002649512,0.029145515,0.064111957,0.114630065,0.230683337,4129.435561,1.00070491,5.020923543,0.002909551,0.200661165,4.638030903,4.878245976,5.020034577,5.154129327,5.425836375,4756.359162,0.999731479,12.38336103,0.059205708,3.768877264,6.987233351,9.64959902,11.76508148,14.33609261,21.54535429,4052.255549,0.999255301,1.477013648,0.008441103,0.409779801,0.714457805,1.197407172,1.465554231,1.747955983,2.290470911,2356.69129,1.000255807,-0.313386437,0.001581558,0.077479764,-0.468042616,-0.365152755,-0.309946023,-0.259510145,-0.17060994,2399.972075,1.000085888,0.745933623,0.014006429,0.685089542,-0.608298819,0.303679301,0.760704675,1.192351402,2.105966138,2392.433355,1.001609456,-0.605076131,0.003477046,0.175296095,-0.971292016,-0.715925926,-0.599810538,-0.483716756,-0.278643236,2541.695399,1.002353292,1391.900509,7.690058059,hur
probably,gen,FALSE,NA,2.130550004,0.002434951,0.140862343,1.852606392,2.036450873,2.129070182,2.224815826,2.418519749,3346.643398,1.000200542,0.163002896,0.001060132,0.061370485,0.049429444,0.121514909,0.159959934,0.202410847,0.288134667,3351.193369,0.999783062,5.281987255,0.003620219,0.21453751,4.872031668,5.133810023,5.279913949,5.427903831,5.703194869,3511.856063,0.999504013,4.254731122,0.014967205,0.795706515,2.974776273,3.691186588,4.17498476,4.720745797,6.087497287,2826.339951,1.000758953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026.660259,8.172017174,gen
put,gen,FALSE,NA,2.618952366,0.006419705,0.168586796,2.354812099,2.514686245,2.599190215,2.696748654,3.033456677,689.6313902,1.004852876,0.570021106,0.003499766,0.098399337,0.420500131,0.502079295,0.555237643,0.617029959,0.816404964,790.5081528,1.003335177,6.439801923,0.002676772,0.133049226,6.181145701,6.351161494,6.437681471,6.52766766,6.708584952,2470.596743,1.001694999,20.0052828,0.107035205,4.728930283,13.02579518,16.73096242,19.21601788,22.37346212,31.34463567,1951.967282,1.000023544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4178.420632,8.650974394,gen
real,gen,TRUE,NA,1.857640184,0.0021361,0.131320215,1.611050365,1.766686708,1.855097985,1.942599133,2.123265409,3779.373974,1.000726629,0.116506731,0.000945143,0.056354023,0.022002872,0.07447189,0.112269714,0.152948359,0.236259303,3555.122673,0.999272621,4.827721752,0.002786406,0.180073012,4.485431426,4.703516787,4.82783014,4.948354094,5.186883842,4176.462283,0.999844317,14.97711316,0.076719293,4.653527252,8.318461644,11.71317986,14.2301702,17.36938595,26.272599,3679.216468,1.00087398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523.7737,7.506274383,hur
real,hurdle,TRUE,-2,1.785161671,0.00973387,0.489282465,0.818295013,1.456173212,1.772674336,2.131731006,2.711244866,2526.668428,1.00050032,0.184219884,0.001746451,0.088900115,0.023364308,0.122113717,0.182026207,0.244751822,0.363675473,2591.144619,0.999949062,4.831783384,0.002727627,0.178871756,4.48713997,4.704725762,4.830318666,4.953224969,5.187411118,4300.447606,0.999538297,15.07469623,0.080891417,4.855153216,8.224911185,11.57269352,14.23923332,17.59086297,26.69013234,3602.475108,1.000236247,2.312653786,0.009125225,0.419824839,1.490196765,2.03617893,2.310548426,2.580590843,3.19499586,2116.650344,0.999831339,-0.379525284,0.001658001,0.07647597,-0.53182518,-0.428373537,-0.378941112,-0.329756386,-0.227882405,2127.554351,1.000114843,2.297695305,0.016296022,0.68372236,0.961261783,1.835115343,2.302291603,2.75954532,3.629906845,1760.339209,1.001163865,-1.013926824,0.004388887,0.20420999,-1.443088158,-1.14948109,-1.010011512,-0.869536211,-0.631854621,2164.936671,1.000918983,1455.73619,7.171114236,hur
really,gen,TRUE,NA,2.893573929,0.007584183,0.285779564,2.414272907,2.675225885,2.870259036,3.097248563,3.486096169,1419.857555,0.999670028,0.801650311,0.002897296,0.114024374,0.579649341,0.716126018,0.803077752,0.895541581,0.986634485,1548.851598,0.999575619,4.334252651,0.002067858,0.116283846,4.113973703,4.253138427,4.333145154,4.414206021,4.564578417,3162.257516,0.999951409,3.064957216,0.006086012,0.324968896,2.488729127,2.839015848,3.036625112,3.268957171,3.748417199,2851.136443,1.001504383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5797.145024,7.844580547,gen
right,gen,TRUE,NA,1.581078539,0.005159996,0.170847153,1.322285868,1.455825335,1.552618136,1.67833111,1.983170879,1096.268222,1.007699367,0.706171173,0.003799311,0.130941533,0.492857578,0.605101958,0.689986226,0.797890266,0.975427681,1187.805259,1.006096796,2.358370734,0.002316047,0.119352205,2.124510894,2.280296983,2.355032045,2.437092996,2.590328384,2655.621407,0.999840226,0.454450941,0.000570025,0.03052127,0.397489301,0.43366063,0.453036873,0.474139106,0.517818166,2866.931352,1.000587957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892.526833,5.461099938,gen
said,gen,FALSE,NA,3.124371038,0.001675978,0.110604048,2.912464625,3.049415807,3.122694589,3.196088327,3.344409729,4355.172945,0.999669711,0.175691557,0.000555822,0.036801378,0.106640689,0.150228641,0.17403624,0.199506342,0.251723988,4383.852546,0.999817779,4.325721088,0.001483792,0.103884772,4.127089767,4.254885772,4.323523017,4.392684942,4.537850375,4901.821853,0.999783475,4.292186953,0.006594834,0.432912344,3.540386657,3.98481493,4.267074501,4.560362049,5.229319498,4309.156406,1.000291365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5796.55695,7.460176254,hur
said,hurdle,FALSE,1,3.750697147,0.004549512,0.276284676,3.224581968,3.554105328,3.750139052,3.942014874,4.283218176,3687.941046,1.000945108,0.12798342,0.000678316,0.041289464,0.045842849,0.099956347,0.127267172,0.156276461,0.20957021,3705.220792,1.00011186,4.326929016,0.001650992,0.108879176,4.119005274,4.25314547,4.326697562,4.399216025,4.544064621,4349.103155,0.999756454,4.28593407,0.006991171,0.446186274,3.508570863,3.965742283,4.257623631,4.576420309,5.22148877,4073.170329,0.999987224,0.041130272,0.002214134,0.128309594,-0.211838077,-0.042923192,0.040360892,0.127453756,0.292620344,3358.228829,0.999642143,-0.107982735,0.000460176,0.02608145,-0.159003777,-0.125410359,-0.107912277,-0.090071227,-0.057733591,3212.297874,0.999706723,-3.42031532,0.009990414,0.580186703,-4.626430575,-3.808450391,-3.40324326,-3.018317017,-2.330049249,3372.628844,1.000671378,-0.151845653,0.002422839,0.133219925,-0.430989876,-0.23715903,-0.141829284,-0.055582962,0.07775099,3023.356547,1.00040926,5975.406768,7.690356201,hur
say,gen,TRUE,NA,1.770133879,0.003316575,0.151881667,1.484136451,1.666668287,1.76648444,1.871215913,2.073934982,2097.157845,1.00053267,0.914061443,0.001483602,0.063425777,0.763444246,0.874253001,0.925895054,0.965345415,0.996989502,1827.665524,1.001239079,5.345677688,0.002477368,0.145820067,5.067487273,5.245203379,5.344246205,5.439239473,5.640483453,3464.603984,1.00014862,9.087083099,0.029193609,1.706315748,6.381988076,7.863673984,8.847031933,10.1320418,13.00969978,3416.199383,1.0002782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3215.717023,8.141055755,gen
