word,model_type,back,hurdle_place,theta_mean,theta_se_mean,theta_sd,theta_2.5%,theta_25%,theta_50%,theta_75%,theta_97.5%,theta_n_eff,theta_Rhat,lambda_mean,lambda_se_mean,lambda_sd,lambda_2.5%,lambda_25%,lambda_50%,lambda_75%,lambda_97.5%,lambda_n_eff,lambda_Rhat,mu_mean,mu_se_mean,mu_sd,mu_2.5%,mu_25%,mu_50%,mu_75%,mu_97.5%,mu_n_eff,mu_Rhat,phi_mean,phi_se_mean,phi_sd,phi_2.5%,phi_25%,phi_50%,phi_75%,phi_97.5%,phi_n_eff,phi_Rhat,psi_intercept_mean,psi_intercept_se_mean,psi_intercept_sd,psi_intercept_2.5%,psi_intercept_25%,psi_intercept_50%,psi_intercept_75%,psi_intercept_97.5%,psi_intercept_n_eff,psi_intercept_Rhat,psi_slope_mean,psi_slope_se_mean,psi_slope_sd,psi_slope_2.5%,psi_slope_25%,psi_slope_50%,psi_slope_75%,psi_slope_97.5%,psi_slope_n_eff,psi_slope_Rhat,alpha_intercept_mean,alpha_intercept_se_mean,alpha_intercept_sd,alpha_intercept_2.5%,alpha_intercept_25%,alpha_intercept_50%,alpha_intercept_75%,alpha_intercept_97.5%,alpha_intercept_n_eff,alpha_intercept_Rhat,alpha_slope_mean,alpha_slope_se_mean,alpha_slope_sd,alpha_slope_2.5%,alpha_slope_25%,alpha_slope_50%,alpha_slope_75%,alpha_slope_97.5%,alpha_slope_n_eff,alpha_slope_Rhat,waic,waic_scaled,keep
see,gen,FALSE,NA,2.479434391,0.002631358,0.124273529,2.257406351,2.397565775,2.472492128,2.552618344,2.746392261,2230.474601,1.000642484,0.518511952,0.001651719,0.074683831,0.392853025,0.467141209,0.511168547,0.562499662,0.686340312,2044.470824,1.000525686,4.722150356,0.001849476,0.117279654,4.49376772,4.645423197,4.718782175,4.797777396,4.957018831,4021.127904,1.000673347,3.577960628,0.005510909,0.356057489,2.929347082,3.335688663,3.556962098,3.7999487,4.32498707,4174.397592,1.00002877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6039.890411,8.0747198,gen
see,hurdle,FALSE,0,3.603900605,0.003132403,0.16650329,3.285207499,3.484606652,3.600016428,3.721916356,3.926197226,2825.468249,1.000671509,0.127375305,0.000763997,0.0427976,0.045444773,0.098257241,0.126283938,0.155623566,0.212366772,3138.020869,1.000692486,4.69971729,0.001880417,0.12170587,4.465231912,4.616183779,4.697618196,4.78170648,4.94871762,4189.042372,0.999362696,3.453067627,0.005990114,0.33844792,2.83332623,3.215668891,3.435965767,3.663347683,4.170179922,3192.372154,1.000727249,-0.411440117,0.00301719,0.148069747,-0.703263277,-0.511208159,-0.411556493,-0.311848903,-0.12264152,2408.393473,0.999817695,-0.161472238,0.0006085,0.030201393,-0.220000214,-0.181925979,-0.16104952,-0.141802133,-0.101917163,2463.386809,0.99998749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6155.798123,8.229676635,gen
she,gen,FALSE,NA,0.924122524,0.000540629,0.033564408,0.862082398,0.900683544,0.923395623,0.946513735,0.991860579,3854.424417,0.999668707,0.500391628,0.000660796,0.040593061,0.426727778,0.470892688,0.499019495,0.526851872,0.584906319,3773.708974,1.000021678,4.914786922,0.001119999,0.070118472,4.780427791,4.866174509,4.91362272,4.96401504,5.052811598,3919.488502,0.9996852,8.650370894,0.01358774,0.848070631,7.162114068,8.047224216,8.58270956,9.162926772,10.51466927,3895.556995,0.999201612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12061.81396,7.454767588,gen
she,hurdle,FALSE,1,2.23960171,0.005020129,0.245751223,1.757342975,2.069057569,2.240936359,2.403435492,2.719013389,2396.412948,1.000747989,0.186837402,0.000906409,0.04449659,0.0986907,0.157508734,0.186157084,0.216311228,0.273208824,2409.933039,1.000952759,4.913843437,0.001085597,0.068759988,4.782632037,4.865685897,4.914271791,4.958932673,5.050482772,4011.752411,0.999810517,8.620435083,0.013106929,0.84234141,7.133019827,8.026656918,8.568501525,9.147055049,10.39051499,4130.231777,1.000026844,1.341164071,0.003544628,0.152343243,1.048599582,1.239059551,1.338196938,1.442589685,1.640071975,1847.162331,1.000336526,-0.193375899,0.000552999,0.024479278,-0.242294833,-0.209309241,-0.192826652,-0.177216577,-0.145965605,1959.518193,1.000332683,2.106854535,0.003553266,0.149981355,1.822906261,2.004752272,2.107228558,2.204756187,2.411902666,1781.636922,1.000985591,-0.281357832,0.00056967,0.024996163,-0.331457819,-0.297754309,-0.280797815,-0.264237344,-0.233439483,1925.308171,1.001003858,12130.98923,7.497521158,gen
should,gen,FALSE,NA,1.958017058,0.006591579,0.210457043,1.623541034,1.821249657,1.926908729,2.059603643,2.50338771,1019.407772,1.001527133,0.582886182,0.004322777,0.135119869,0.379761879,0.486825532,0.557849855,0.652477906,0.939404005,977.040931,1.001270749,5.767007554,0.003890525,0.211490424,5.348349019,5.625077762,5.75939917,5.910436779,6.189858126,2955.051811,1.001084464,11.20444865,0.060493259,2.959010742,6.779673821,9.176863364,10.6611073,12.78934682,18.24635565,2392.649724,1.001038186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1675.911231,8.337866822,hur
should,hurdle,FALSE,1,2.538722468,0.008326757,0.524195779,1.545297892,2.175432677,2.536012803,2.893711641,3.574148929,3963.10215,1.000181018,0.426806002,0.001382253,0.083496287,0.262531468,0.371129534,0.426595843,0.482997423,0.588318547,3648.875653,0.999937145,5.767153887,0.003074098,0.207773929,5.367477939,5.628165273,5.762258741,5.904943408,6.18829721,4568.215682,0.999414481,11.34349516,0.053678584,3.243146144,6.621374295,9.098779434,10.77377011,12.94756491,19.32148933,3650.319941,1.001174027,2.323796193,0.009376703,0.410285045,1.545432525,2.037418312,2.316242856,2.594841943,3.149451375,1914.56914,1.000502221,-0.351913739,0.001448998,0.064409933,-0.484338126,-0.394912019,-0.349701088,-0.307428707,-0.233491116,1975.923917,1.000059034,1.06835078,0.015386903,0.634993903,-0.143527103,0.626333496,1.058020312,1.505124401,2.293145917,1703.08638,1.000546003,-0.456563128,0.002921998,0.123214951,-0.715954758,-0.535696222,-0.45182724,-0.37055883,-0.233884193,1778.144138,1.000698831,1615.893053,8.03926892,hur
so,gen,FALSE,NA,0.800401741,0.000815601,0.040507992,0.722435125,0.772918378,0.801070632,0.828853074,0.875973168,2466.757186,0.99986689,0.958418902,0.000698366,0.031607442,0.883124368,0.939656386,0.964684078,0.983777706,0.998296021,2048.387611,1.00140095,4.162349259,0.001454685,0.079097677,4.006440547,4.110188725,4.160765058,4.214807431,4.322481072,2956.578438,0.999876573,1.894294907,0.001782605,0.101940441,1.705871238,1.823992157,1.890460783,1.962786772,2.102438919,3270.26255,0.999422771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15083.83081,7.009215063,gen
some,gen,TRUE,NA,3.291716709,0.010583941,0.32752101,2.825629452,3.058308348,3.22069964,3.465567764,4.10452376,957.5985679,1.004535001,0.693559764,0.004134176,0.131753733,0.48246336,0.5927939,0.675005189,0.781087991,0.975052826,1015.658943,1.005218719,5.7153713,0.002351541,0.13127845,5.464342037,5.626653009,5.713975507,5.801362562,5.97277478,3116.605067,0.999716193,10.9903574,0.037572186,2.035467559,7.766148938,9.542939348,10.7718269,12.11943609,15.81832821,2934.914357,1.000209094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4275.379351,8.449366307,gen
something,gen,TRUE,NA,1.72084631,0.003245356,0.147752701,1.444186533,1.617168297,1.722050265,1.823314896,2.012479288,2072.746538,1.000092204,0.902084357,0.00164671,0.071567013,0.738330701,0.858073457,0.914820668,0.96074492,0.996306908,1888.824804,1.000209799,5.424650589,0.00257855,0.149244852,5.144702447,5.320806673,5.420929654,5.523654791,5.725399739,3350.020933,0.999799059,7.215235553,0.021339679,1.17290969,5.260154695,6.374463573,7.117300301,7.918519585,9.868075831,3021.018556,0.999774531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3630.029245,8.231358833,gen
something,hurdle,TRUE,-2,3.149825066,0.005472741,0.334717069,2.506881211,2.918126519,3.153088729,3.375182426,3.797626714,3740.640746,0.999934867,0.190269911,0.000932384,0.058899051,0.076571114,0.148914141,0.190309164,0.229946377,0.305667667,3990.496574,1.000181657,5.421748963,0.002249903,0.147347496,5.134508751,5.322016088,5.421830274,5.520551455,5.714305676,4289.019746,0.999939936,7.226824506,0.020415403,1.215200039,5.184572376,6.365695564,7.118222708,7.945840443,9.941119159,3543.069227,0.999090779,-0.163572999,0.006696502,0.330495008,-0.814228369,-0.387674526,-0.160548007,0.060899958,0.485957367,2435.756291,1.0010377,-0.245072205,0.001220357,0.06149815,-0.370453482,-0.285788283,-0.243053726,-0.202631568,-0.127445613,2539.512505,1.001132781,1.025387678,0.004575401,0.227336599,0.575413418,0.86905784,1.024552764,1.178444085,1.468511478,2468.76908,1.001368581,-0.212851208,0.000746272,0.037853153,-0.28719309,-0.238319244,-0.211871166,-0.187419625,-0.140098049,2572.82537,1.000995041,3666.417031,8.313870819,gen
still,gen,FALSE,NA,2.632275065,0.002925371,0.177474815,2.303184978,2.509604741,2.631163935,2.748814642,2.988209948,3680.540787,0.999446876,0.223708743,0.001267453,0.078519208,0.082761473,0.170153965,0.218831858,0.271425087,0.389587962,3837.849521,0.999745358,5.30502383,0.003241936,0.201542211,4.923994259,5.165036127,5.298365988,5.439056497,5.71524194,3864.764815,1.000978396,13.1603015,0.0757185,4.11258278,7.463621011,10.24684145,12.39956079,15.29942299,23.03415695,2950.022329,0.999643842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542.630736,8.034535083,gen
stuff,gen,TRUE,NA,0.857071776,0.001819839,0.102231521,0.677348896,0.784078339,0.852205852,0.922193423,1.068664496,3155.756445,1.000033142,0.878666277,0.001646637,0.086459887,0.684370278,0.819626307,0.894632088,0.949822182,0.995450029,2756.980704,1.000754691,5.899296778,0.002921751,0.184850864,5.555430833,5.767873139,5.894877128,6.023651507,6.274638885,4002.733263,0.999760945,14.47166974,0.068463553,4.091130247,8.57510315,11.50627031,13.82565747,16.64592951,24.20567215,3570.818212,0.999942154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869.703239,7.631441792,hur
stuff,hurdle,TRUE,-2,2.129990927,0.010262456,0.518065562,1.105849595,1.775026929,2.140787764,2.494272152,3.103940997,2548.39551,1.000728335,0.205460348,0.001848685,0.09158591,0.02951999,0.140528769,0.206567332,0.26893396,0.384770374,2454.321389,1.00039604,5.897744895,0.002809222,0.186211586,5.529231776,5.772337027,5.896566394,6.021442986,6.269410711,4393.810499,0.999628843,14.41322134,0.075861866,4.136412062,8.626868487,11.52818291,13.72231504,16.4908959,24.3281268,2973.038617,1.002234115,-1.475591411,0.013548237,0.669291428,-2.806414996,-1.927782642,-1.45230837,-1.007302891,-0.240193465,2440.422134,1.001468396,-0.061496335,0.00200153,0.100390441,-0.253554221,-0.131159544,-0.059807075,0.009316449,0.128640085,2515.710677,1.002167102,1.144855303,0.006505117,0.325815246,0.53188669,0.92114819,1.139059019,1.36626946,1.78956301,2508.6066,1.00050905,-0.09708328,0.000965911,0.049016448,-0.192614177,-0.130799013,-0.09735498,-0.06244397,-0.003958238,2575.19084,1.000300066,1859.705577,7.590635009,hur
sure,gen,FALSE,NA,3.267906687,0.003846636,0.231427431,2.821996005,3.111267951,3.268152731,3.426116115,3.725622612,3619.65781,1.000262899,0.088138955,0.000970199,0.058770763,0.005712179,0.042526457,0.079246364,0.122561477,0.221581059,3669.450898,1.000436958,4.34385734,0.005633665,0.35400595,3.705019968,4.098099752,4.326249189,4.569136344,5.08534558,3948.562909,1.000399561,0.922469685,0.002130936,0.132523444,0.699864216,0.829273519,0.911997957,1.003731669,1.21644956,3867.628332,0.999780409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.573931,7.382137593,gen
tell,gen,FALSE,NA,3.172665941,0.008269333,0.259206466,2.763408681,3.003223372,3.141956783,3.293470109,3.814316444,982.5410969,1.007135033,0.511209812,0.004264239,0.132370834,0.315444345,0.421984642,0.487094714,0.572423856,0.862256346,963.6106168,1.004378632,6.038136043,0.003185853,0.203919706,5.648813732,5.896214933,6.035790965,6.172650998,6.446202815,4097.008272,0.99951947,8.667617132,0.0328593,1.933836692,5.696888008,7.30130156,8.389697189,9.714855285,13.15361155,3463.56216,1.000877051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110.215903,8.64842583,hur
tell,hurdle,FALSE,-2,3.460364036,0.004282596,0.271823941,2.940923727,3.273286216,3.455228556,3.642451064,4.003870985,4028.665176,0.999271848,0.288938171,0.001366234,0.082864816,0.136919533,0.230677938,0.287979798,0.344957778,0.459150981,3678.662346,0.999684533,6.030836152,0.002881733,0.204492755,5.640875595,5.895973825,6.028427108,6.171296239,6.435510101,5035.565962,0.999556654,8.655659893,0.027462095,1.910291155,5.658727497,7.293184809,8.380963607,9.735103384,13.12257828,4838.734431,0.999569889,1.759761049,0.007633701,0.368509954,1.049204498,1.508311329,1.756493624,1.99722928,2.511596199,2330.387781,0.999759755,-0.401820121,0.001355543,0.064915754,-0.532481144,-0.443727428,-0.399765214,-0.35587131,-0.280532278,2293.366029,0.999671164,1.736455278,0.014964415,0.782529159,0.236166654,1.202061802,1.723452485,2.244557401,3.301594994,2734.522772,0.999255767,-1.001169479,0.004418457,0.234935868,-1.500789216,-1.1515971,-0.984429864,-0.838557897,-0.573339137,2827.205143,0.999763512,2050.290001,8.402827872,hur
ten,gen,TRUE,NA,1.47313686,0.004731932,0.211906547,1.107715813,1.320275604,1.455831134,1.602744651,1.937572151,2005.44964,1.001523495,0.769272448,0.003134525,0.138684877,0.498204211,0.663461817,0.772790276,0.887693028,0.990295524,1957.558477,1.002661493,5.224638658,0.004208295,0.246988384,4.737156993,5.055997288,5.221756785,5.391741887,5.713221905,3444.61436,0.999726401,6.266945663,0.030876269,1.652040391,3.834724165,5.128830992,5.986450259,7.089615731,10.24496622,2862.804546,1.000913541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.658896,8.03025257,hur
ten,hurdle,TRUE,-2,3.278830395,0.017937918,0.808408931,1.805787919,2.729705823,3.236442949,3.777575137,5.005964869,2031.038414,1.003686152,0.482782907,0.003742328,0.146587365,0.223115998,0.383933771,0.473254298,0.567770308,0.823358637,1534.296425,1.002777421,5.227351892,0.004016015,0.251287595,4.752256329,5.052783933,5.22022811,5.396784028,5.714788293,3915.17812,1.00016784,6.217942395,0.028943315,1.580229502,3.847106619,5.11407109,5.957495238,7.069097137,9.914956518,2980.875266,0.999772114,2.622796536,0.013592583,0.546225705,1.581887201,2.246676199,2.606178422,2.980226565,3.786650352,1614.88012,1.001657664,-0.364389642,0.002039442,0.084411015,-0.540440672,-0.418598235,-0.361151023,-0.306461278,-0.207856785,1713.07177,1.000950953,2.369710809,0.013811881,0.564013859,1.308349792,1.983697806,2.353392534,2.727804606,3.535236289,1667.531015,1.001517515,-0.368577002,0.002099743,0.089181407,-0.546620054,-0.427038313,-0.366043841,-0.306289706,-0.205763892,1803.91669,1.000735617,1230.722385,7.991703797,hur
than,gen,TRUE,NA,2.492274797,0.002908204,0.169306613,2.167334711,2.379921363,2.488166558,2.602442249,2.827671108,3389.206262,0.999963702,0.321643161,0.001250725,0.077634327,0.183067118,0.268101386,0.316268108,0.369569052,0.489073215,3852.867443,0.999693182,6.173143313,0.003646945,0.224343448,5.751437141,6.019699859,6.170653056,6.322067553,6.625904822,3784.150343,1.00030622,10.56948302,0.042637142,2.735626265,6.504659055,8.645706342,10.16026154,12.04695747,17.19964313,4116.587639,0.999812547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1738.665254,8.564853469,gen
than,hurdle,TRUE,-2,3.355268795,0.007375587,0.415743396,2.534654002,3.073716609,3.364196991,3.642975782,4.146414765,3177.295176,1.0003148,0.152501115,0.001311578,0.076113674,0.020182548,0.096453594,0.148028225,0.204220503,0.309979457,3367.726526,1.000397206,6.178344842,0.003430398,0.229922195,5.750963793,6.019444683,6.172851042,6.331250708,6.644473348,4492.34083,0.999759377,10.56151774,0.045253367,2.71729976,6.602184605,8.658506066,10.1138809,11.89980098,17.14100676,3605.564744,0.999777542,0.252769707,0.006255932,0.349508974,-0.44647346,0.022440331,0.253974938,0.482071786,0.946446031,3121.279144,0.99969881,-0.147817111,0.000982338,0.0535538,-0.252714944,-0.183976477,-0.1466823,-0.111852819,-0.04296517,2972.070607,0.999991986,-0.548948479,0.011659679,0.637494344,-1.838418657,-0.962649073,-0.549401461,-0.114927795,0.670707986,2989.368605,0.999799989,-0.33082448,0.002231726,0.124293761,-0.58618382,-0.410775612,-0.324258704,-0.245668351,-0.101557385,3101.822605,1.000078042,1754.82773,8.644471577,gen
that,gen,FALSE,NA,2.439044236,0.001250661,0.053764147,2.329022655,2.403647663,2.439993018,2.475786688,2.540218281,1848.018974,1.0006882,0.979188887,0.000370537,0.015150255,0.943545733,0.970572851,0.981918627,0.99120469,0.998796743,1671.766976,1.001548652,5.301876079,0.000730083,0.039413371,5.223569392,5.276169661,5.301965062,5.328127759,5.381575116,2914.356483,1.001132464,7.277109547,0.006226433,0.322645356,6.666449775,7.05821452,7.266219658,7.488891492,7.948816433,2685.17244,1.001519421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49722.54859,8.346910961,hur
that,hurdle,FALSE,0,3.500068739,0.001022329,0.065286645,3.369182569,3.45564588,3.49916557,3.543364382,3.627014885,4078.188598,0.99930367,0.445844655,0.000348442,0.019620544,0.408368212,0.432641689,0.44547039,0.458872414,0.484995872,3170.749959,1.000855166,5.298747228,0.000673965,0.041225776,5.217671798,5.270764696,5.299105129,5.326160386,5.382261221,3741.647098,1.001100092,7.182176573,0.0052449,0.31160175,6.602075178,6.963415,7.171292048,7.381810721,7.819125816,3529.598239,0.999870308,0.726795477,0.001115709,0.059688052,0.607919606,0.686480815,0.725724191,0.76716111,0.843640391,2862.022926,0.99940755,-0.288701249,0.00021729,0.011726311,-0.311744151,-0.296381626,-0.288482302,-0.280923328,-0.266212876,2912.337267,0.999396235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49774.08032,8.355561578,hur
the,gen,TRUE,NA,2.789979443,0.000500422,0.031912937,2.727593915,2.768131082,2.790457608,2.811625831,2.852278566,4066.868435,0.999163431,0.498518684,0.000270094,0.016144297,0.467727911,0.487532357,0.498265184,0.509094866,0.530517331,3572.80746,1.000058928,6.035166148,0.000502277,0.03516583,5.968564516,6.012013647,6.035042701,6.057539201,6.102920244,4901.79964,0.999308425,10.06253905,0.00718334,0.430302711,9.251027092,9.780368294,10.05236487,10.34156398,10.96033563,3588.354789,0.999189057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71341.43905,8.576753913,hur
the,hurdle,TRUE,-2,3.851989122,0.001107905,0.069767048,3.712920419,3.805345215,3.852832713,3.900940397,3.986302342,3965.482505,0.999918306,0.26711021,0.000221921,0.013625411,0.24083243,0.257742932,0.266965938,0.276473942,0.293883401,3769.663284,1.000099214,6.034128944,0.000461966,0.03421148,5.969287245,6.011017036,6.033975503,6.057144399,6.09989659,5484.340528,1.000450026,10.04006931,0.005570669,0.421151796,9.254548563,9.741066033,10.0305734,10.32058617,10.90906897,5715.610563,0.999661215,0.70850352,0.001068921,0.056025321,0.598112611,0.671367575,0.707275017,0.745617369,0.818766192,2747.116708,1.000499361,-0.215833257,0.000174149,0.00915153,-0.234387186,-0.221803258,-0.215623519,-0.209759022,-0.1977758,2761.508225,1.00054017,0.364353424,0.002580315,0.120505542,0.134081876,0.280246406,0.364800737,0.445970402,0.59875427,2181.065153,1.000340328,-0.69004258,0.000675601,0.033397493,-0.756772161,-0.712408869,-0.689869306,-0.667320677,-0.627232443,2443.69929,1.000356423,71037.93912,8.540266785,hur
their,gen,TRUE,NA,2.255815991,0.002118794,0.137672484,1.99634031,2.158498924,2.251860188,2.345001686,2.533055736,4221.988339,1.000158879,0.39924742,0.001290179,0.075416589,0.266835073,0.347157359,0.392983607,0.44282616,0.572193305,3416.90975,1.000056214,5.623806042,0.002736706,0.189457361,5.262851894,5.49543275,5.617500304,5.749941676,6.011281867,4792.549997,0.999630918,8.5047518,0.031304736,1.855480518,5.682183778,7.170826143,8.250255635,9.496750654,12.74165967,3513.117816,1.000838902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2350.937809,8.336658899,hur
their,hurdle,TRUE,-2,2.897301115,0.006604167,0.403582564,2.106236883,2.629611844,2.896818627,3.158397497,3.709174173,3734.46813,1.000787795,0.304766829,0.001114809,0.07232745,0.16489834,0.256005607,0.304114419,0.353007957,0.447699828,4209.257212,1.000020113,5.62182915,0.002775592,0.182952557,5.278997685,5.494634462,5.618569606,5.746901244,5.982987679,4344.760521,1.00028456,8.52130716,0.030440534,1.902528068,5.584899811,7.196087695,8.255327943,9.514964234,13.09051314,3906.228302,0.999988327,1.381563452,0.005632814,0.294852168,0.818402278,1.182748752,1.37484463,1.573705893,1.98501536,2740.046293,0.999561007,-0.242449362,0.000900544,0.047171604,-0.337946458,-0.273909725,-0.241780184,-0.210500727,-0.152047019,2743.795002,1.000583359,0.882309864,0.01245876,0.595094008,-0.307444127,0.494082199,0.888493581,1.275357384,2.056822933,2281.505581,0.999296887,-0.760212013,0.00338291,0.173521678,-1.125880527,-0.869015801,-0.754721392,-0.642008817,-0.440397231,2631.035035,0.999284045,2300.451406,8.157629099,hur
them,gen,TRUE,NA,1.391999802,0.002543471,0.125236661,1.159772355,1.302060225,1.391222786,1.474368679,1.641958885,2424.429024,1.001994916,0.907685749,0.001422851,0.067952823,0.748197475,0.866169897,0.922782638,0.961748076,0.995535209,2280.846239,1.000759352,5.890714281,0.002623552,0.141372315,5.616587321,5.795236529,5.888827359,5.986579482,6.164763517,2903.683962,1.000450217,20.0009514,0.103696481,5.232468413,12.23631393,16.24883101,19.21271585,22.76339103,33.0597098,2546.157061,0.999391312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037.204555,8.034932684,gen
them,hurdle,TRUE,-1,2.184975203,0.003402337,0.209608703,1.778454381,2.045949498,2.180099097,2.324324945,2.607408479,3795.456019,0.999697982,0.402613759,0.001047664,0.062459001,0.287718386,0.357221777,0.400444504,0.443538848,0.529494548,3554.236436,0.999509041,5.865439335,0.00222675,0.157011181,5.563554121,5.759319499,5.863403018,5.965044592,6.181509642,4971.853987,0.999485452,12.08994935,0.032893754,2.033495718,8.682066257,10.63456446,11.87817393,13.34112685,16.69429885,3821.726881,0.999530841,1.547712028,0.005600847,0.2964896,0.993885439,1.340035547,1.545085268,1.749675699,2.137558003,2802.27986,1.000266371,-0.314871951,0.000932361,0.049602197,-0.412893915,-0.347889047,-0.313541953,-0.281215846,-0.220580636,2830.306276,1.000441798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3038.442427,8.038207479,gen
then,gen,FALSE,NA,1.287321958,0.000684885,0.047177675,1.198368992,1.255972728,1.286173757,1.317398011,1.38382225,4745.013877,1.000123488,0.330260074,0.000444445,0.030066406,0.274008013,0.310729216,0.329411068,0.349003398,0.391937934,4576.435474,0.999925469,4.59630464,0.001522708,0.099495431,4.407332963,4.527029193,4.59634738,4.664006852,4.796915229,4269.460242,1.000284083,4.034451378,0.005391915,0.355069842,3.391323263,3.780028424,4.017994652,4.26287598,4.785410488,4336.521593,0.999479334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7796.893034,7.606724912,hur
